Service Area,Account Description,Creditor,Journal Date,Journal Reference,Total
Children's Family Services,Books-CDs-Audio-Video,PARTRIDGE  PRINT000,21/05/2015,5776,154.6
Children's Family Services,Books-CDs-Audio-Video,PARTRIDGE & PRINT,05/11/2015,5886,855.5
Children's Family Services,Books-CDs-Audio-Video,PARTRIDGE & PRINT,20/01/2016,6737,204
Children's Service DSG,Training,PAYATRADER,28/05/2015,3250,584
Children's Family Services,Food Costs,PAYBYPHONE PARKING LB,24/06/2015,4422,2.67
Children's Family Services,Other Agencies - Third Party P,PAYBYPHONE PARKING LB,22/07/2015,4725,1
Children's Family Services,Other Agencies - Third Party P,PAYBYPHONE PARKING LB,24/09/2015,5411,4.29
Children's Education & Skills,Books-CDs-Audio-Video,PAYPAL  CLPE,03/06/2015,3308,25.35
Children's Education & Skills,Subscriptions,PAYPAL  CLPE,15/12/2015,6403,300
Children's Service DSG,Training,PAYPAL  CLPE,18/01/2016,6703,220
Children's Family Services,Training,PAYPAL  COMMUNITYBA,11/01/2016,6611,50
Children's Family Services,Other Services,PAYPAL  DDCFRANCIS,02/02/2016,6917,70
Children's Education & Skills,Equipment and Materials Purcha,PAYPAL  DENBYRETAIL,15/05/2015,3118,137.5
Children's Family Services,Training,PAYPAL  DEVELOPMENT,02/03/2016,7281,245.83
Children's Family Services,Miscellaneous Expenses,PAYPAL  EDKHAULAGEL,03/02/2016,6946,120
Children's Family Services,Miscellaneous Expenses,PAYPAL  EDKHAULAGEL,15/02/2016,7084,90
Children's Family Services,Miscellaneous Expenses,PAYPAL  EDKHAULAGEL,26/01/2016,6820,60
Children's Service DSG,Training,PAYPAL  EJARMANTLTD,02/11/2015,5842,35
Children's Family Services,Other Transfer Payments to Soc,PAYPAL  HONGKONGBAI,18/12/2015,6447,152.88
Children's Family Services,Equipment and Materials Purcha,PAYPAL  INTREPIDSEC,28/08/2015,5169,665
Children's Family Services,Other Services,PAYPAL  LEESCRIVENE,02/02/2016,6919,59.5
Children's Family Services,Other Services,PAYPAL  LEESCRIVENE,26/01/2016,6817,58.9
Children's Family Services,Other Transfer Payments to Soc,PAYPAL  LIVEMATHS,04/02/2016,6961,90
Children's Family Services,Training,PAYPAL  LOCALINFORM,30/10/2015,5816,199.95
Children's Family Services,Other Services,PAYPAL  LONDONFA,03/07/2015,4542,95
Children's Family Services,Other Services,PAYPAL  LONDONFA,17/11/2015,6045,60
Children's Family Services,Other Services,PAYPAL  LONDONFA,18/08/2015,5038,95
Children's Family Services,Travelling Expenses,PAYPAL  LOWCOSTTRAV,02/02/2016,6924,362.53
Children's Family Services,Equipment and Materials Purcha,PAYPAL  MEGASHOPUK,17/06/2015,4322,19.16
Commissioning,Equipment and Materials Purcha,PAYPAL  NADPO,11/11/2015,5968,104
Children's Service DSG,Training,PAYPAL  NAS UK,01/10/2015,5503,245
Commissioning,Conference Expenses,PAYPAL  NEWLOCALGOV,11/01/2016,6623,180
Children's Family Services,Equipment and Materials Purcha,PAYPAL  OPENANDUSE,08/02/2016,6990,12.5
Children's Family Services,Other Services,PAYPAL  SHAUNHAYWOO,20/01/2016,6750,55
Commissioning,Other Services,PAYPAL  SMN,16/11/2015,6017,145
Children's Family Services,Equipment and Materials Purcha,PAYPAL  WORKERSWORK,28/09/2015,5443,819.59
Children's Family Services,Equipment and Materials Purcha,PAYPAL  WORKERSWORK,30/07/2015,4839,961.8
Customer Support Group,Miscellaneous Expenses,PAYPAL  WORKERSWORK,27/08/2015,5143,181.8
Adults and Communities,Subscriptions,PAYPAL LOCALINFORM0,21/05/2015,5753,210
Children's Family Services,Equipment and Materials Purcha,PC WORLD ONLINE,24/08/2015,5089,7.99
Children's Family Services,Other Transfer Payments to Soc,PC WORLD ONLINE,15/12/2015,6385,123.32
Customer Support Group,Other Services,PEARSON ED LTD,11/12/2015,6350,63.5
Children's Family Services,Equipment and Materials Purcha,PEARSONS (ENFIELD),17/12/2015,6427,39.99
Children's Family Services,Printing-Contract,PELLTECH LTD,15/10/2015,5638,48.93
Children's Education & Skills,Training,PENTAGON,18/06/2015,4344,987.47
Children's Family Services,Miscellaneous Expenses,PETERBOROUGH DIRECT,10/02/2016,7047,44
Children's Family Services,Equipment and Materials Purcha,PETS AT HOME LTD,14/08/2015,5001,35
Children's Family Services,Equipment and Materials Purcha,PETS AT HOME LTD,23/09/2015,5402,106.87
Children's Service DSG,Equipment and Materials Purcha,PHONAK GROUP LTD,02/11/2015,5841,72
Children's Family Services,Food Costs,PINACLES RESTAURANT,02/07/2015,4508,6.9
Assurance,Equipment and Materials Purcha,PINKS SPIRES,08/07/2015,4584,50
Assurance,Grounds maintenance,PINKS SPIRES0000000,21/05/2015,5716,340
Children's Family Services,Other Agencies - Third Party P,PIZZA HUT 481,28/09/2015,5453,42.22
Children's Family Services,Food Costs,PIZZA HUT ONLINE WEB,24/09/2015,5418,28.73
Children's Education & Skills,Postage,POST OFFICE COUNTER,20/10/2015,5688,6.55
Children's Family Services,E19 - Learning Resources,POST OFFICE COUNTER,16/06/2015,4299,90
Children's Family Services,Education CFR Administrative S,POST OFFICE COUNTER,01/03/2016,7259,52.5
Children's Family Services,Education CFR Administrative S,POST OFFICE COUNTER,11/01/2016,6610,12.6
Children's Family Services,Education CFR Administrative S,POST OFFICE COUNTER,14/01/2016,6660,105
Children's Family Services,Education CFR Administrative S,POST OFFICE COUNTER,22/01/2016,6768,25.2
Children's Family Services,Education CFR Administrative S,POST OFFICE COUNTER,23/11/2015,6092,169.17
Children's Family Services,Education CFR Administrative S,POST OFFICE COUNTER,30/09/2015,5479,57.6
Children's Family Services,Education CFR Administrative S,POST OFFICE COUNTER,30/10/2015,5811,90
Children's Family Services,Miscellaneous Expenses,POST OFFICE COUNTER,26/11/2015,6149,82.25
Children's Family Services,Other Transfer Payments to Soc,POST OFFICE COUNTER,12/02/2016,7073,30
Children's Family Services,Postage,POST OFFICE COUNTER,03/08/2015,4861,86.4
Children's Family Services,Postage,POST OFFICE COUNTER,16/09/2015,5340,85.5
Children's Family Services,Postage,POST OFFICE COUNTER,18/05/2015,3124,54
Children's Family Services,Postage,POST OFFICE COUNTER,18/12/2015,6449,54
Children's Family Services,Postage,POST OFFICE COUNTER,19/01/2016,6713,86.4
Children's Family Services,Postage,POST OFFICE COUNTER,29/07/2015,4833,54
Children's Family Services,Travelling Expenses,POST OFFICE COUNTER,01/10/2015,5504,20
Children's Family Services,Travelling Expenses,POST OFFICE COUNTER,22/01/2016,6778,15
Children's Family Services,General Office Expenses,POST OFFICE SHOP,22/10/2015,5711,112.49
Children's Family Services,Postage,POST OFFICE SHOP,13/08/2015,4983,55.66
Children's Family Services,Postage,POST OFFICE SHOP,24/06/2015,4420,55.66
Children's Family Services,Equipment and Materials Purcha,POUNDLAND,14/12/2015,6367,46.92
Children's Family Services,Other Transfer Payments to Soc,POUNDLAND LTD 1024,16/10/2015,5657,12
Children's Family Services,Equipment and Materials Purcha,POUNDLAND LTD 1267,07/09/2015,5233,54
Children's Family Services,Equipment and Materials Purcha,POUNDLAND LTD 1267,24/08/2015,5106,50.08
Children's Family Services,Food Costs,POUNDLAND LTD 1267,03/08/2015,4868,10
Children's Family Services,Other Transfer Payments to Soc,POUNDLAND LTD 1267,19/01/2016,6732,8
Children's Family Services,Equipment and Materials Purcha,PP WORKERSWORK,23/10/2015,5732,30
Adults and Communities,Training,PREMIER INN,14/10/2015,5623,754
Children's Family Services,Food Costs,PREMIER INN,29/06/2015,4460,-8.75
Children's Family Services,Miscellaneous Expenses,PREMIER INN,02/06/2015,3282,453
Children's Family Services,Miscellaneous Expenses,PREMIER INN,11/05/2015,3091,289
Children's Family Services,Miscellaneous Expenses,PREMIER INN,11/05/2015,3092,"1,000.00"
Children's Family Services,Miscellaneous Expenses,PREMIER INN,25/05/2015,3205,796
Children's Family Services,Other Services,PREMIER INN,22/02/2016,7154,118.75
Children's Family Services,Other Services,PREMIER INN,22/02/2016,7156,118.75
Children's Family Services,Other Services,PREMIER INN,29/06/2015,4458,81.75
Children's Family Services,Other Services,PREMIER INN,29/06/2015,4462,81.75
Streetscene,Other Indirect Employee Expens,PREMIER INN,08/06/2015,4166,137.08
Children's Education & Skills,Equipment and Materials Purcha,PREMIER TRADING UK,21/05/2015,5735,300
Children's Family Services,Other Services,PREMIER WATER LTD,26/10/2015,5749,300
Children's Family Services,Stationery,PRE-SCHOOL LEARNING AL,14/08/2015,5016,17.7
Children's Family Services,Subscriptions,PRE-SCHOOL LEARNING AL,31/07/2015,4856,30
Children's Family Services,E25 - Catering Supplies,PRESSURECOO,13/10/2015,5610,37.4
Assurance,Miscellaneous Expenses,PRET A MANGER,09/06/2015,4210,5.04
Assurance,Miscellaneous Expenses,PRET A MANGER,09/06/2015,4211,3.58
Assurance,Miscellaneous Expenses,PRET A MANGER,11/06/2015,4233,4
Assurance,Miscellaneous Expenses,PRET A MANGER,29/01/2016,6867,4.82
Assurance,Subsistence,PRET A MANGER000000,21/05/2015,5727,3.35
Children's Family Services,Equipment and Materials Purcha,PREZZYBOX.COM GIFTS,18/02/2016,7135,22.42
Children's Family Services,Other Transfer Payments to Soc,PRIMARK,15/01/2016,6672,7
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,01/06/2015,3269,7
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,04/06/2015,4134,25.5
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,08/02/2016,6984,59
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,16/12/2015,6420,4
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,18/06/2015,4329,66
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,19/01/2016,6711,42
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,20/07/2015,4702,4.5
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,23/12/2015,6519,15
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,24/12/2015,6539,20
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,28/08/2015,5161,4.5
Children's Family Services,Other Services,PROJECTOR LAMPS WORLD,23/09/2015,5403,67.38
Children's Family Services,Other Agencies - Third Party P,PROPERTY MOVES LTD,13/11/2015,6007,515
Children's Family Services,Equipment and Materials Purcha,PUPPETS BY POST,04/03/2016,7336,186.61
Children's Family Services,Equipment and Materials Purcha,PUPPETS BY POST,10/02/2016,7039,110.83
Children's Family Services,Equipment and Materials Purcha,PUPPETS BY POST,12/02/2016,7075,77.73
Children's Family Services,Equipment and Materials Purcha,PUPPETS BY POST,23/03/2016,7560,84.54
Children's Family Services,Equipment and Materials Purcha,QUICKFIT,27/08/2015,5144,4.47
Children's Family Services,Miscellaneous Expenses,BIG YELLOW SELF STO,21/05/2015,5800,244.96
Children's Service DSG,Private Contractors - Third Pa,DAVID LLOYD00000000,21/05/2015,5802,122.32
Children's Family Services,Travelling Expenses,OYSTER AUTOTOPUP000,21/05/2015,5738,20
Children's Family Services,Travelling Expenses,OYSTER AUTOTOPUP000,21/05/2015,5740,20
Children's Family Services,Travelling Expenses,OYSTER AUTOTOPUP000,21/05/2015,5742,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP0,21/05/2015,5741,20
Children's Service DSG,Equipment and Materials Purcha,Amazon Svcs EuropeS,21/05/2015,5822,38.34
Children's Service DSG,Equipment and Materials Purcha,Amazon Svcs EuropeS,21/05/2015,5823,174.32
Children's Service DSG,Professional Services,RAMADA HOTEL FINCHLEY,22/02/2016,7168,84
Children's Education & Skills,Training,RB KEN&CHELSEA,25/11/2015,6140,41.34
Commissioning,Conference Expenses,REDACTIVE,18/03/2016,7506,"1,128.00"
Children's Education & Skills,Consumable Catering Supplies,REYNARDS UK LTD,05/06/2015,4151,136.5
Children's Education & Skills,Consumable Catering Supplies,REYNARDS UK LTD,19/02/2016,7139,143.33
Children's Education & Skills,Consumable Catering Supplies,REYNARDS UK LTD,24/09/2015,5416,163.8
Children's Service DSG,Books-CDs-Audio-Video,BOOKS EDUCATION,02/03/2016,7307,506.47
Assurance,Miscellaneous Expenses,RINGGO,06/05/2015,3059,2.83
Assurance,Miscellaneous Expenses,RINGGO,06/05/2015,3062,1.92
Assurance,Miscellaneous Expenses,RINGGO,18/08/2015,5042,7.5
Assurance,Miscellaneous Expenses,RINGGO,18/08/2015,5044,3.21
Assurance,Miscellaneous Expenses,RINGGO,29/01/2016,6868,0.37
Assurance,Other Vehicle Costs,RINGGO,08/12/2015,6299,4.4
Children's Family Services,Other Services,RINGOPARKBYPHONE,16/10/2015,5654,7.08
Children's Family Services,Other Services,RINGOPARKBYPHONE,20/01/2016,6747,7.08
Children's Family Services,Travelling Expenses,RISHIN'S,04/03/2016,7332,40.8
Children's Family Services,Travelling Expenses,RISHIN'S,04/03/2016,7333,12.5
Children's Family Services,Travelling Expenses,RISHIN'S,10/02/2016,7031,20.5
Children's Family Services,Other Transfer Payments to Soc,RIVER ISLAND 010,17/12/2015,6438,20
Children's Family Services,Food Costs,ROADCHEF NORTHAMPT,06/07/2015,4555,4.18
Children's Family Services,Equipment and Materials Purcha,ROBERT DYAS HOLDNG LTD,07/07/2015,4568,129.94
Children's Family Services,Equipment and Materials Purcha,ROBERT DYAS HOLDNG LTD,09/06/2015,4207,59.99
Children's Family Services,Equipment and Materials Purcha,ROBERT DYAS HOLDNG LTD,10/12/2015,6330,3.98
Children's Family Services,Equipment and Materials Purcha,ROBERT DYAS HOLDNG LTD,11/01/2016,6625,9.98
Children's Family Services,Equipment and Materials Purcha,ROBERT DYAS HOLDNG LTD,26/02/2016,7239,8.33
Children's Family Services,Equipment and Materials Purcha,ROBERT DYAS HOLDNG LTD,29/07/2015,4830,19.44
Children's Family Services,Stationery,ROBERT DYAS HOLDNG LTD,10/12/2015,6330,1.98
Children's Family Services,Food Costs,ROBIN NEWS,17/07/2015,4674,3.39
Children's Family Services,Miscellaneous Expenses,ROBIN NEWS,09/06/2015,4212,51
Children's Family Services,Miscellaneous Expenses,ROBIN NEWS,20/08/2015,5077,51
Children's Family Services,Miscellaneous Expenses,ROBIN NEWS,22/07/2015,4744,102
Children's Family Services,Miscellaneous Expenses,ROBIN NEWS,30/10/2015,5815,50.2
Children's Family Services,Travelling Expenses,ROBIN NEWS,08/02/2016,6997,50.2
Children's Family Services,Travelling Expenses,ROBIN NEWS,11/12/2015,6347,102
Children's Family Services,Travelling Expenses,ROBIN NEWS,12/11/2015,5994,52.5
Children's Family Services,Travelling Expenses,ROBIN NEWS,23/09/2015,5404,102
Children's Family Services,Travelling Expenses,ROBIN NEWS,25/02/2016,7219,50.2
Children's Family Services,Clothing - Protective Clothing,ROBINSON HEALTHCARE,14/07/2015,4658,124
Children's Family Services,Building Repairs & Maintenance,RONA SEWING MACHIN,26/08/2015,5128,81.25
Children's Education & Skills,Postage,ROYAL MAIL,06/08/2015,4903,189
Children's Education & Skills,Postage,ROYAL MAIL,07/07/2015,4563,189
Children's Education & Skills,Postage,ROYAL MAIL,08/05/2015,3078,189
Children's Education & Skills,Postage,ROYAL MAIL,11/09/2015,5295,189
Children's Education & Skills,Postage,ROYAL MAIL,14/01/2016,6663,252
Children's Education & Skills,Postage,ROYAL MAIL,14/12/2015,6363,189
Children's Education & Skills,Postage,ROYAL MAIL,15/06/2015,4273,189
Children's Education & Skills,Postage,ROYAL MAIL,18/11/2015,6056,252
Children's Education & Skills,Postage,ROYAL MAIL,21/10/2015,5698,189
Children's Education & Skills,Postage,ROYAL MAIL,25/09/2015,5431,189
Children's Education & Skills,Postage,ROYAL MAIL,27/05/2015,3225,189
Children's Education & Skills,Postage,ROYAL MAIL,28/01/2016,6858,252
Children's Family Services,Postage,ROYAL MAIL GROUP,26/10/2015,5754,37.39
Children's Service DSG,Postage,ROYAL MAIL GROUP,26/06/2015,4444,11.3
Children's Education & Skills,Postage,ROYAL MAIL000000000,21/05/2015,5671,189
Children's Education & Skills,Training,RRC,11/01/2016,6624,197.33
Children's Family Services,Equipment and Materials Purcha,RS LOCKSMITH MLA,16/09/2015,5342,7
Children's Family Services,Equipment and Materials Purcha,RS LOCKSMITHS LTD,10/06/2015,4221,7
Children's Family Services,Equipment and Materials Purcha,RS LOCKSMITHS LTD,16/06/2015,4306,2.5
Children's Family Services,Stationery,RYMAN 1127,20/11/2015,6082,11.94
Children's Family Services,Food Costs,JS ONLINE GROCERY00,21/05/2015,5702,19.75
Children's Family Services,Food Costs,JS ONLINE GROCERY00,21/05/2015,5705,438.84
Children's Family Services,Food Costs,JS ONLINE GROCERY00,21/05/2015,5706,160.45
Children's Family Services,Food Costs,JS ONLINE GROCERY00,21/05/2015,5707,-5.3
Children's Family Services,Food Costs,JS ONLINE GROCERY00,21/05/2015,5709,185.93
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP0,21/05/2015,5745,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP0,21/05/2015,5693,20
Commissioning,Equipment and Materials Purcha,SURVEYMONKEY.COM000,21/05/2015,5730,299
Children's Family Services,Subscriptions,OFSTED INTERNET0000,21/05/2015,5701,220
Children's Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,21/05/2015,5710,23.4
Children's Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,21/05/2015,5711,23.4
Children's Family Services,Miscellaneous Expenses,LB CAMDEN/INTERNET0,21/05/2015,5713,10
Children's Family Services,E25 - Catering Supplies,SACAT MARKS & SPENCER,20/07/2015,4684,7.38
Children's Education & Skills,Equipment and Materials Purcha,SAINSBURYS 0124,08/10/2015,5577,20
Children's Education & Skills,Food Costs,SAINSBURYS 0124,15/05/2015,3122,53.05
Children's Education & Skills,Food Costs,SAINSBURYS 0124,20/05/2015,3156,166.7
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0124,11/06/2015,4227,2
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0124,15/12/2015,6387,3
Children's Family Services,Cleaning and domestic material,SAINSBURYS 0124,16/09/2015,5335,3
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS 0124,04/02/2016,6954,10
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS 0124,05/11/2015,5889,6
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS 0124,11/01/2016,6612,4
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS 0124,20/05/2015,3150,2.5
Children's Family Services,Food Costs,SAINSBURYS 0124,02/06/2015,3285,195.02
Children's Family Services,Food Costs,SAINSBURYS 0124,04/02/2016,6954,17.05
